Latitude,Longitude,Flood Depth (m)
48.7593763504551,11.612568120306994,1.52
48.759042247883826,11.619354916142825,1.52
48.758726261753196,11.62137970382834,1.52
48.75866732571492,11.620015817668781,1.52
48.75845301555533,11.613608852672078,1.52
48.75772852501853,11.625682288742727,1.52
48.757449387300184,11.618183415572737,1.52
48.75745214739756,11.614101207587106,1.52
48.75712044179865,11.612859287618814,1.52
48.757089597268774,11.614218460527736,1.52
48.757039825675164,11.6124468721958,1.52
48.756907101645865,11.618291291907948,1.52
48.75682361196016,11.621961021997711,1.52
48.756705890526874,11.623179579424963,1.52
48.756661858597326,11.613243717202248,1.52
48.756637180798826,11.614331045483285,1.52
48.75592133609819,11.614157801129924,1.52
48.75530769556623,11.613445578017378,1.52
48.75509759570213,11.622687571421679,1.52
48.755137214929455,11.613028512880451,1.52
48.755050432249625,11.612887937269711,1.52
48.754972898926766,11.612339627238747,1.52
48.75415793522842,11.612569484077461,1.52
48.754151768563645,11.612841302923488,1.52
48.75396647076945,11.620995825392537,1.52
48.75388279083513,11.620719331978965,1.52
48.75285971249756,11.614270983465488,1.52
48.7525465054812,11.612213746539616,1.52
48.752395262048765,11.618873070629958,1.52
48.752203166802985,11.619407337010431,1.52
48.75203888855144,11.618718472608183,1.52
48.751933568985116,11.619393312984647,1.52
48.751741471432,11.619927572454388,1.52
48.75146568996925,11.620185348635493,1.52
48.751409826587576,11.61868575899322,1.52
48.751084578540826,11.621117947084848,1.52
48.750985432688196,11.621520969377144,1.52
48.750629062920325,11.621366357483609,1.52
48.750353278426324,11.621624120203055,1.52
48.75026031887641,11.62175533980389,1.52
48.750251036687565,11.622163033510354,1.52
48.75024484776112,11.622434829199038,1.52
48.7591568398913,11.61827221413112,1.28
48.759054612213774,11.618811228413701,1.28
48.75876028360012,11.619884573481771,1.28
48.758697932167046,11.614710221385801,1.28
48.75842246029159,11.618914425845517,1.28
48.75845918443185,11.613337010785914,1.28
48.75830786253418,11.619997110423194,1.28
48.75822727236237,11.619584674786687,1.28
48.75815286265976,11.618900401391347,1.28
48.75812194640019,11.620259595594906,1.28
48.7580104297737,11.621206351277126,1.28
48.758000599628964,11.613721445690839,1.28
48.75742157129376,11.619406674080292,1.28
48.75738755633587,11.620901765269629,1.28
48.75735025082528,11.61858649451338,1.28
48.75729769058694,11.620897087053654,1.28
48.757288410446236,11.621304837984908,1.28
48.757229472824605,11.619940990905498,1.28
48.757133543586185,11.624154404675021,1.28
48.75711805671495,11.62483398545843,1.28
48.75710566433528,11.625377649668343,1.28
48.75729092271866,11.613276368907501,1.28
48.75728783848652,11.613412286716853,1.28
48.75693522793743,11.624960530713807,1.28
48.756848361816104,11.620873696320619,1.28
48.756798851854754,11.623048346194409,1.28
48.75676158905832,11.620733102671604,1.28
48.756730651835625,11.622092257348726,1.28
48.75674555639748,11.61352021435487,1.28
48.75656948462531,11.621267407283314,1.28
48.75664335120934,11.614059213551386,1.28
48.75651672975472,11.619631749704064,1.28
48.75644541062708,11.618811584677204,1.28
48.75634008955695,11.619486483541992,1.28
48.756259497234936,11.619074064899122,1.28
48.75621620836027,11.620976864362607,1.28
48.756185083993884,11.618389819003593,1.28
48.75594970414363,11.620826916588646,1.28
48.75602045704401,11.613754724177813,1.28
48.75589076020423,11.61946310617633,1.28
48.755670245033656,11.613328323116766,1.28
48.7554160646114,11.612634766034274,1.28
48.755187461356776,11.622692252469365,1.28
48.75506650877986,11.620100584060223,1.28
48.75506341660352,11.620236495128147,1.28
48.755026297996636,11.621867426139998,1.28
48.7548465665619,11.621858067063066,1.28
48.75431974733588,11.621286354827284,1.28
48.75423916119594,11.62087395024267,1.28
48.75410580583119,11.618825968168952,1.28
48.75362490272487,11.6122696914432,1.28
48.75362181985096,11.612405599472481,1.28
48.753618736816925,11.612541507478719,1.28
48.75295266383963,11.614139743120987,1.28
48.75275781640551,11.618755860982539,1.28
48.752646034128745,11.615756608840238,1.28
48.752599368151465,11.613849271390281,1.28
48.75258085761646,11.614664701596494,1.28
48.75241998111461,11.61778583782827,1.28
48.75214420421008,11.618043629258779,1.28
48.75196447213549,11.618034284768587,1.28
48.75188043746072,11.613811953227431,1.28
48.75179673983935,11.613535482661238,1.28
48.75169487401054,11.618020268206479,1.28
48.75170070477061,11.613802623917255,1.28
48.75160809736092,11.617879694084099,1.28
48.75160500796541,11.618015596065291,1.28
48.75152405648592,11.613657392486616,1.28
48.75143110572239,11.613788630124898,1.28
48.75140642473654,11.614875845061484,1.28
48.751068900995236,11.617851663172981,1.28
48.75884087260613,11.620297013957213,1.31
48.75860219203743,11.618923775597164,1.31
48.75831095457996,11.619861190576732,1.31
48.758292399902906,11.62067670930875,1.31
48.757663444845676,11.62459026191114,1.31
48.757660347252866,11.624726179496236,1.31
48.75765406031324,11.621051718024223,1.31
48.75763859161607,11.621731307517015,1.31
48.757746422262436,11.613027854138519,1.31
48.757378276165994,11.62130951692667,1.31
48.75673684056133,11.62182042659832,1.31
48.75665935035903,11.621272086040076,1.31
48.756488898768055,11.620854984150377,1.31
48.756395939878814,11.620986220746593,1.31
48.75627494994039,11.6183944925645,1.31
48.75627185971959,11.618530407077627,1.31
48.756228579813076,11.620433207835331,1.31
48.75619764637672,11.621792348459842,1.31
48.755159466646916,11.61996934915574,1.31
48.75502010932022,11.622139247651567,1.31
48.754065615173765,11.620592778362305,1.31
48.75388588352565,11.620583424148101,1.31
48.753984368417036,11.612288340481731,1.31
48.75360331924472,11.613221047164215,1.31
48.75344273917831,11.620288225704865,1.31
48.75351345288516,11.613216383268984,1.31
48.75336214929854,11.619875829815683,1.31
48.75331829873072,11.613886591028644,1.31
48.75302741432203,11.618769882004038,1.31
48.753015051314605,11.61931350471531,1.31
48.753005777377716,11.619721221506184,1.31
48.752683064922756,11.6141257469091,1.31
48.752577771966855,11.614800606550153,1.31
48.7524601277396,11.616019081374114,1.31
48.7517909187237,11.617753135417855,1.31
48.75167633421658,11.618835681059828,1.31
48.75170995758557,11.6133949157589,1.31
48.75158646822972,11.618831007467502,1.31
48.75149042106769,11.619098137030534,1.31
48.7515148027684,11.6140650990555,1.31
48.75149937670346,11.614744609542516,1.31
48.751155677713555,11.617992235705703,1.31
48.75097594560063,11.617982891723496,1.31
48.75095709334251,11.614852512861134,1.31
48.750684408719,11.614974413646163,1.31
48.75050807625134,11.618774926161159,1.31
48.750504985851535,11.618910825078515,1.31
48.750309799546606,11.619580969855713,1.31
48.75030052504312,11.619988664671645,1.31
48.75787987836232,11.615075973481687,3.78
48.75590590845795,11.614837370994529,3.78
48.75476232891741,11.613689412868435,3.78
48.75325618801901,11.612658763889439,3.78
48.75323151701099,11.613746019184948,3.78
48.75301784519745,11.615231657967545,3.78
48.751958485986805,11.622251944448166,2.96
